subject,scl_mean,scl_std,scr_count
S2,0.9891310575155322,0.8831059218395841,-0.19709983229771144
S10,0.9986367333716031,0.6690717137790914,-0.5250658626205604
S16,0.9996646861163713,0.9484221513665367,-0.44416402952182593
